algorithm,scenario,trial,duration_seconds,seed,completion_rate,crash_rate,jobs_completed,jobs_crashed,avg_utilization,max_utilization,avg_remote_fraction,remote_job_fraction,avg_exec_time_us,p99_exec_time_us,avg_stranded_memory_gb
Greedy Borrow,8N_30pct_Frag,16,0.008719205856323242,308,0.9591836734693877,0.0,94.0,0.0,0.41234477259109653,0.7479822439568176,0.03410791982433952,0.06382978723404255,1008.4148936170212,1931.4199999999973,1.50201350477114
Greedy Borrow,8N_30pct_Frag,17,0.008609771728515625,309,1.0,0.0,100.0,0.0,0.42622502338727114,0.7386334339783921,0.020035867629426857,0.04,1030.94,1721.1600000000017,0.23166812158389666
Greedy Borrow,8N_30pct_Frag,18,0.00861811637878418,310,0.99,0.0,99.0,0.0,0.41901997090880355,0.6781991085822773,0.009840895570750796,0.020202020202020204,972.0505050505051,1609.9599999999973,1.267610165217236
Greedy Borrow,8N_30pct_Frag,19,0.008697032928466797,311,0.99,0.0,99.0,0.0,0.41787085524524126,0.6674690390440445,0.020931563820990828,0.030303030303030304,981.4040404040404,1639.7199999999993,0.9627753438312807
Greedy Borrow,8N_30pct_Frag,20,0.00826716423034668,312,0.9772727272727273,0.0,86.0,0.0,0.40039950659955376,0.63220466723196,0.010801906299585108,0.023255813953488372,1012.6860465116279,1651.500000000004,1.0612797026924308
Greedy Borrow,8N_30pct_Frag,21,0.008639097213745117,313,1.0,0.0,100.0,0.0,0.42526401822781235,0.7031070060824487,0.010563441980723348,0.04,985.89,1467.5500000000038,1.178915245253899
Greedy Borrow,8N_30pct_Frag,22,0.008136987686157227,314,0.9767441860465116,0.0,84.0,0.0,0.40149004536099325,0.7482828197162663,0.0,0.0,974.8809523809524,1333.44,1.8924113476903253
Greedy Borrow,8N_30pct_Frag,23,0.008368253707885742,315,1.0,0.0,92.0,0.0,0.41008368756858854,0.6990579368640992,0.017252368905301293,0.043478260869565216,991.8695652173913,1497.6200000000001,0.7866578702878739
Greedy Borrow,8N_30pct_Frag,24,0.00840616226196289,316,0.9888888888888889,0.0,89.0,0.0,0.41338266257498674,0.7035181115322143,0.00389160954452387,0.02247191011235955,1017.4269662921348,1555.9200000000003,0.5485588430548164
Greedy Borrow,8N_30pct_Frag,25,0.008481025695800781,317,0.99,0.0,99.0,0.0,0.41778753367437876,0.6889319422134208,0.014239982182565225,0.04040404040404041,988.6565656565657,1461.4399999999998,1.2091727402943928
Greedy Borrow,8N_30pct_Frag,26,0.008632183074951172,318,1.0,0.0,100.0,0.0,0.42246796986116975,0.7533189640468363,0.009681394149490314,0.01,996.85,1331.2600000000032,1.5291251292049965
Greedy Borrow,8N_30pct_Frag,27,0.008774757385253906,319,1.0,0.0,100.0,0.0,0.423724245938379,0.7005718596328966,0.013868226254798497,0.03,993.46,1470.7400000000014,1.2537372094012686
Greedy Borrow,8N_30pct_Frag,28,0.008564949035644531,320,0.9883720930232558,0.0,85.0,0.0,0.4037539317770646,0.6575591957684536,0.012778632176817658,0.03529411764705882,979.6823529411764,1500.3999999999992,0.9776852716956717
Greedy Borrow,8N_30pct_Frag,29,0.008527994155883789,321,0.9882352941176471,0.0,84.0,0.0,0.4005949464415118,0.6936493974877624,0.014632941096176563,0.03571428571428571,1006.3571428571429,1588.8400000000013,0.671549833034875
Greedy Borrow,8N_30pct_Frag,30,0.00846409797668457,322,1.0,0.0,100.0,0.0,0.4200847234422372,0.8634871404959222,0.008993234538367163,0.02,983.24,1602.4600000000053,0.7338008271866849
Greedy Borrow,8N_30pct_Frag,31,0.008315801620483398,323,0.9647058823529412,0.0,82.0,0.0,0.40012731534292106,0.6648978782247925,0.01497935126171484,0.036585365853658534,1003.9024390243902,1618.37,0.9271673353129612
Greedy Borrow,8N_30pct_Frag,32,0.008528947830200195,324,1.0,0.0,100.0,0.0,0.42564643920349077,0.6817879250071969,0.011858318786719215,0.03,1007.48,1590.6300000000008,1.6322602989909538
Greedy Borrow,8N_30pct_Frag,33,0.008346080780029297,325,1.0,0.0,86.0,0.0,0.4096616996775224,0.7429121170341642,0.02359111477854129,0.05813953488372093,1020.9883720930233,1739.2500000000023,0.6281916213222519
Greedy Borrow,8N_30pct_Frag,34,0.008448123931884766,326,0.9787234042553191,0.0,92.0,0.0,0.4127155574053766,0.6513025761559381,0.003314826437678898,0.010869565217391304,1003.3586956521739,1414.9500000000003,1.4754524680478858
Greedy Borrow,8N_30pct_Frag,35,0.00859522819519043,327,1.0,0.0,97.0,0.0,0.4218341605249037,0.6731000971902206,0.010574448309133318,0.030927835051546393,1030.0103092783504,1501.7199999999964,1.0762741073882536
Greedy Borrow,8N_30pct_Frag,36,0.008491039276123047,328,0.967741935483871,0.0,90.0,0.0,0.4112901583542148,0.7085174740502667,0.011188409544052686,0.022222222222222223,1036.1666666666667,1581.2099999999996,2.455398124936439
Greedy Borrow,8N_30pct_Frag,37,0.008251190185546875,329,0.9761904761904762,0.0,82.0,0.0,0.4132671716056431,0.6816497162875526,0.0,0.0,1041.7682926829268,1458.4399999999998,1.6331078343771037
Greedy Borrow,8N_30pct_Frag,38,0.00840306282043457,330,0.9651162790697675,0.0,83.0,0.0,0.4063192633817126,0.6861134051034957,0.04356693740447007,0.08433734939759036,1078.012048192771,1908.1199999999978,1.8460972107641218
Greedy Borrow,8N_30pct_Frag,39,0.008655786514282227,331,1.0,0.0,100.0,0.0,0.4160797998658982,0.7506264715498226,0.0004276121594322193,0.01,974.25,1443.040000000001,1.092791824955593
Greedy Borrow,8N_30pct_Frag,40,0.008867025375366211,332,1.0,0.0,100.0,0.0,0.42920384251539406,0.7675171457941868,0.005468821108605592,0.02,1020.73,1712.5200000000002,2.0385360527865006
Greedy Borrow,8N_30pct_Frag,41,0.008525848388671875,333,1.0,0.0,100.0,0.0,0.43074154236279755,0.7738068967975718,0.00852166262675966,0.02,998.06,1444.5000000000048,2.213011859351852
Greedy Borrow,8N_30pct_Frag,42,0.008590221405029297,334,0.9696969696969697,0.0,96.0,0.0,0.42349556168801733,0.6423922230105885,0.013630049291231015,0.03125,1059.1041666666667,1590.0499999999972,0.9659613179783045
Greedy Borrow,8N_30pct_Frag,43,0.008494853973388672,335,1.0,0.0,100.0,0.0,0.42124749422720514,0.9233866483397615,0.008266085069614936,0.01,991.09,1466.310000000001,0.8292046710708186
Greedy Borrow,8N_30pct_Frag,44,0.008340120315551758,336,1.0,0.0,100.0,0.0,0.41802427236672385,0.6648998847171024,0.008188481301791091,0.02,967.94,1474.03,1.4709684029194414
Greedy Borrow,8N_30pct_Frag,45,0.008237123489379883,337,0.9647058823529412,0.0,82.0,0.0,0.3999844177476841,0.6033851005314987,0.015147912627605524,0.024390243902439025,998.5243902439024,1481.7199999999987,1.149726103780055
Greedy Borrow,8N_30pct_Frag,46,0.00831913948059082,338,0.9782608695652174,0.0,90.0,0.0,0.4113621820974637,0.767185209078311,0.0523596364898866,0.07777777777777778,1040.5222222222221,2009.5299999999995,1.7645946005276318
Greedy Borrow,8N_30pct_Frag,47,0.008461713790893555,339,0.9895833333333334,0.0,95.0,0.0,0.4190413713260391,0.7595330016751703,0.021296155012587775,0.042105263157894736,1002.2,1767.4200000000008,1.6822861651048058
Greedy Borrow,8N_30pct_Frag,48,0.008487939834594727,340,1.0,0.0,100.0,0.0,0.42283653459717957,0.7951037756804479,0.04551665066133763,0.1,1044.33,1937.0700000000006,0.9362419652450441
Greedy Borrow,8N_30pct_Frag,49,0.008421182632446289,341,0.9381443298969072,0.0,91.0,0.0,0.4125893709636369,0.800184683889832,0.06003765853257323,0.08791208791208792,1037.10989010989,2618.7999999999993,2.079393298660432
Greedy Borrow,8N_50pct_Frag,0,0.008478879928588867,342,0.9690721649484536,0.0,94.0,0.0,0.6165125276075617,0.8956297367674526,0.011594543449480034,0.031914893617021274,1004.7659574468086,1424.6899999999996,2.2548051419425588
Greedy Borrow,8N_50pct_Frag,1,0.008666753768920898,343,0.9578947368421052,0.0,91.0,0.0,0.6185639095967577,0.9115843762059355,0.010907100365914607,0.054945054945054944,1018.6153846153846,1460.9999999999995,1.9361797715545
Greedy Borrow,8N_50pct_Frag,2,0.008736848831176758,344,0.978494623655914,0.0,91.0,0.0,0.6146718248088544,1.0075475428217748,0.021706805460294215,0.054945054945054944,1040.0,1455.7999999999981,3.370437558679715
Greedy Borrow,8N_50pct_Frag,3,0.008407831192016602,345,0.9642857142857143,0.0,81.0,0.0,0.5945391425618438,0.8238929340988225,0.0936882588806384,0.16049382716049382,1088.6296296296296,2281.000000000001,1.8613351055100493
Greedy Borrow,8N_50pct_Frag,4,0.00865316390991211,346,0.99,0.0,99.0,0.0,0.6137627390340412,0.8605278651333177,0.07603910542288833,0.13131313131313133,1074.3434343434344,2137.999999999998,2.4653053627426336
Greedy Borrow,8N_50pct_Frag,5,0.008501052856445312,347,1.0,0.0,100.0,0.0,0.6293724573672361,1.0248870330414748,0.023229132736817416,0.07,1029.35,1472.4200000000037,1.45747341955551
Greedy Borrow,8N_50pct_Frag,6,0.008294105529785156,348,0.967391304347826,0.0,89.0,0.0,0.6145041333497941,0.8793275507598743,0.011137894768699417,0.02247191011235955,1010.3033707865169,1419.0,3.8768291896302816
Greedy Borrow,8N_50pct_Frag,7,0.00848388671875,349,1.0,0.0,100.0,0.0,0.6260807733732061,1.0388822384603265,0.019238660403756297,0.06,993.94,1396.1800000000057,2.665866309993024
Greedy Borrow,8N_50pct_Frag,8,0.00858616828918457,350,0.97,0.0,97.0,0.0,0.6148940310594583,0.8662442047245871,0.045308652370452264,0.09278350515463918,1053.2886597938145,1943.599999999999,2.302836109903751
Greedy Borrow,8N_50pct_Frag,9,0.008478879928588867,351,1.0,0.0,100.0,0.0,0.6114172696524444,0.8901151954549237,0.05040539112944661,0.07,1046.56,2062.290000000002,2.157212590762818
Greedy Borrow,8N_50pct_Frag,10,0.008690118789672852,352,0.9897959183673469,0.0,97.0,0.0,0.6198975293436133,0.9548105504509381,0.021264622426527456,0.05154639175257732,1036.2680412371135,1726.9999999999993,3.329066009025568
Greedy Borrow,8N_50pct_Frag,11,0.008465290069580078,353,0.9761904761904762,0.0,82.0,0.0,0.5979012308888503,0.8374331064534356,0.06387600189342886,0.10975609756097561,1055.7073170731708,2074.869999999999,3.466918238635508
Greedy Borrow,8N_50pct_Frag,12,0.008771896362304688,354,1.0,0.0,100.0,0.0,0.6224735282692243,0.9520900777463563,0.05380508385131968,0.14,1042.92,2092.2200000000003,1.3786088194499835
Greedy Borrow,8N_50pct_Frag,13,0.008671045303344727,355,0.9523809523809523,0.0,80.0,0.0,0.5974454489473996,0.8180431389857284,0.019728605949980386,0.05,1017.275,1447.9699999999996,3.2133561967958255
Greedy Borrow,8N_50pct_Frag,14,0.008926153182983398,356,0.9896907216494846,0.0,96.0,0.0,0.6229953660999075,0.8361251888559008,0.025769002770364563,0.0625,1025.40625,1992.7999999999993,1.7815359626029454
Greedy Borrow,8N_50pct_Frag,15,0.008575916290283203,357,0.9891304347826086,0.0,91.0,0.0,0.6070480878153482,0.8804648469870862,0.059739526572685726,0.10989010989010989,1076.3956043956043,1977.5999999999992,1.5122058258653248
Greedy Borrow,8N_50pct_Frag,16,0.008195877075195312,358,0.9620253164556962,0.012658227848101266,76.0,1.0,0.588704618826792,0.8351704037085432,0.10433043294378608,0.18421052631578946,1109.6315789473683,2084.25,2.2439107623335013
Greedy Borrow,8N_50pct_Frag,17,0.008728742599487305,359,1.0,0.0,100.0,0.0,0.6121291088129714,0.9320577078335929,0.08353961318495912,0.14,1067.97,1948.8200000000024,2.3526799910454734
Greedy Borrow,8N_50pct_Frag,18,0.008468866348266602,360,1.0,0.0,100.0,0.0,0.6309669782881748,1.0233834385224128,0.01571121548292993,0.05,1024.2,1350.7800000000034,1.3437295825492164
Greedy Borrow,8N_50pct_Frag,19,0.008735895156860352,361,1.0,0.0,100.0,0.0,0.6192396898425261,0.8852089960119114,0.09920121883919189,0.16,1127.73,2521.630000000002,3.105165627475687
Greedy Borrow,8N_50pct_Frag,20,0.008579254150390625,362,0.98,0.0,98.0,0.0,0.6178263587016671,0.8236432854944764,0.042255402598939965,0.09183673469387756,1054.6734693877552,2083.21,2.545623379240791
Greedy Borrow,8N_50pct_Frag,21,0.008453845977783203,363,1.0,0.0,95.0,0.0,0.6204683808416318,0.897543427074077,0.026209651903364762,0.07368421052631578,1037.9789473684211,1657.6400000000012,2.431712948198966
Greedy Borrow,8N_50pct_Frag,22,0.008445978164672852,364,0.9693877551020408,0.0,95.0,0.0,0.6172615753623825,0.9203298284722716,0.031268248545646,0.07368421052631578,1025.9052631578948,2220.6000000000004,2.653864640262483
Greedy Borrow,8N_50pct_Frag,23,0.008666038513183594,365,1.0,0.0,100.0,0.0,0.612892182266524,0.9574631606130768,0.07162352660019701,0.12,1071.43,2801.130000000003,2.5828494463496208
Greedy Borrow,8N_50pct_Frag,24,0.008491754531860352,366,1.0,0.0,100.0,0.0,0.6223652464080374,0.8972448260094581,0.02067226127032136,0.08,1008.33,1679.060000000001,2.268477974112062
Greedy Borrow,8N_50pct_Frag,25,0.008880138397216797,367,0.9787234042553191,0.0,92.0,0.0,0.6175890709036925,0.9703788346134941,0.023291551827489272,0.05434782608695652,1048.75,1725.2900000000002,3.312410934033489
Greedy Borrow,8N_50pct_Frag,26,0.008758068084716797,368,0.98,0.0,98.0,0.0,0.6160474349958156,1.0009207748783893,0.059384493858930916,0.09183673469387756,1028.438775510204,2154.57,1.9135496281610271
Greedy Borrow,8N_50pct_Frag,27,0.008652925491333008,369,1.0,0.0,93.0,0.0,0.6004820148193615,0.8960515519764939,0.10033026779299066,0.16129032258064516,1086.6236559139784,2503.879999999999,4.452499064274913
Greedy Borrow,8N_50pct_Frag,28,0.00863790512084961,370,0.99,0.0,99.0,0.0,0.6198480343707993,0.8774977873034364,0.0405837973100048,0.08080808080808081,1043.4040404040404,2163.08,1.236999328180068
Greedy Borrow,8N_50pct_Frag,29,0.008627176284790039,371,1.0,0.0,100.0,0.0,0.6149266381148236,0.936751470073846,0.06604156242625038,0.11,1050.71,2188.480000000002,3.796909669797592
Greedy Borrow,8N_50pct_Frag,30,0.008450746536254883,372,0.9680851063829787,0.0,91.0,0.0,0.6118216726286262,0.8872341607849046,0.021549456191795293,0.08791208791208792,1038.1208791208792,1637.1999999999994,0.7348292101332045
Greedy Borrow,8N_50pct_Frag,31,0.00848698616027832,373,1.0,0.0,100.0,0.0,0.6249848349651991,0.9834457787818154,0.024373892023786137,0.05,1058.55,1584.140000000001,2.569374249705403
Greedy Borrow,8N_50pct_Frag,32,0.008455038070678711,374,1.0,0.0,100.0,0.0,0.6183185110170167,0.9206382494190786,0.040299106699460394,0.09,1064.37,1755.8100000000036,1.33192873600363
Greedy Borrow,8N_50pct_Frag,33,0.008495807647705078,375,1.0,0.0,100.0,0.0,0.6188851564093252,1.0049439027946865,0.04334046524696876,0.07,1039.79,2081.710000000003,4.0903056123953965
Greedy Borrow,8N_50pct_Frag,34,0.008348941802978516,376,0.9887640449438202,0.0,88.0,0.0,0.6146006332462739,0.9352088706280156,0.04124723179456381,0.10227272727272728,1048.5113636363637,1700.009999999998,1.8200447948329117
Greedy Borrow,8N_50pct_Frag,35,0.00844573974609375,377,1.0,0.0,100.0,0.0,0.6279168195748344,1.0023492909679017,0.013136603851868132,0.06,1028.09,1404.4300000000003,1.784022392185849
Greedy Borrow,8N_50pct_Frag,36,0.008690118789672852,378,1.0,0.0,100.0,0.0,0.6122759058449084,0.9234061822589805,0.089741251389321,0.16,1070.19,1969.3200000000018,2.3821889372993077
Greedy Borrow,8N_50pct_Frag,37,0.008842945098876953,379,1.0,0.0,100.0,0.0,0.6200339650348106,0.8540905399910412,0.03864735060670672,0.11,1051.33,1825.1900000000005,2.014740536181008
Greedy Borrow,8N_50pct_Frag,38,0.008817195892333984,380,0.9893617021276596,0.0,93.0,0.0,0.6042449795849308,0.9909357329283451,0.09010500675906497,0.16129032258064516,1071.1612903225807,2445.08,1.3200169795414927
Greedy Borrow,8N_50pct_Frag,39,0.008633136749267578,381,1.0,0.0,100.0,0.0,0.612880332083912,0.8700355178134214,0.10944845867590633,0.14,1099.69,2284.5500000000034,3.175138819158149
Greedy Borrow,8N_50pct_Frag,40,0.0087890625,382,1.0,0.0,100.0,0.0,0.6144965201272032,0.9188107235891115,0.08726710474957486,0.13,1090.65,2357.0700000000006,3.1193019090852188
Greedy Borrow,8N_50pct_Frag,41,0.008652687072753906,383,1.0,0.0,100.0,0.0,0.6086939397879441,0.9168111498024409,0.082055438918935,0.12,1059.61,2283.4700000000007,2.133931466149217
Greedy Borrow,8N_50pct_Frag,42,0.008744239807128906,384,1.0,0.0,100.0,0.0,0.6210974066061306,0.9620458514445795,0.03977115825937039,0.09,1057.06,1926.3500000000017,0.954327519693528
Greedy Borrow,8N_50pct_Frag,43,0.00874018669128418,385,0.98,0.0,98.0,0.0,0.6295395059182108,0.9243682343693853,0.032618170671305326,0.08163265306122448,1038.1938775510205,1991.44,2.538020829294248
Greedy Borrow,8N_50pct_Frag,44,0.008424043655395508,386,1.0,0.0,89.0,0.0,0.6135272027612231,0.9561935667373643,0.019205537990825687,0.06741573033707865,1036.370786516854,1709.6800000000017,1.5733165040750396
Greedy Borrow,8N_50pct_Frag,45,0.008730173110961914,387,1.0,0.0,100.0,0.0,0.6169469815203067,0.8919813064774956,0.09656668761216253,0.15,1121.81,2315.7900000000036,2.299597735992681
Greedy Borrow,8N_50pct_Frag,46,0.008629083633422852,388,0.99,0.01,99.0,1.0,0.6039652744416221,1.0143634308249456,0.1399707251252098,0.20202020202020202,1097.2525252525252,2542.859999999999,3.0258033111093794
Greedy Borrow,8N_50pct_Frag,47,0.008356094360351562,389,1.0,0.0,84.0,0.0,0.5981610902290682,0.8929918864721464,0.027486777236273633,0.07142857142857142,1041.4285714285713,1947.7500000000002,1.4483954084377415
Greedy Borrow,8N_50pct_Frag,48,0.008824825286865234,390,1.0,0.0,100.0,0.0,0.6166126673247405,0.9530091838281812,0.021816296640782364,0.06,1027.12,1491.3600000000017,2.0647710847871177
Greedy Borrow,8N_50pct_Frag,49,0.008901119232177734,391,0.9895833333333334,0.0,95.0,0.0,0.6066768549886414,0.8646751789346665,0.10848526774006399,0.16842105263157894,1077.3052631578948,2183.1200000000003,1.5097982698990904
Greedy Borrow,8N_LargeJobs,0,0.007250308990478516,392,1.0,0.0,50.0,0.0,0.3846427977089351,0.8906393819056102,0.039576980624182856,0.14,976.16,1570.6599999999994,1.9570910047603565
Greedy Borrow,8N_LargeJobs,1,0.007265806198120117,393,1.0,0.0,50.0,0.0,0.3810228678427097,0.7192754577121089,0.14813158754427413,0.28,1171.46,2465.3099999999995,4.828952572753047
Greedy Borrow,8N_LargeJobs,2,0.007055044174194336,394,1.0,0.0,50.0,0.0,0.391252236347359,0.8386289619847566,0.013864655150024177,0.08,1013.98,1548.4499999999996,5.082390302883581
Greedy Borrow,8N_LargeJobs,3,0.007167816162109375,395,1.0,0.0,50.0,0.0,0.3877191496646218,0.9112771036422282,0.04334096676592103,0.14,1055.46,1960.7099999999998,5.119384094921834
Greedy Borrow,8N_LargeJobs,4,0.007200002670288086,396,1.0,0.0,50.0,0.0,0.36870822789626473,0.732038178557803,0.23283338300284945,0.4,1196.34,2417.709999999999,6.104143857740403
Greedy Borrow,8N_LargeJobs,5,0.0070760250091552734,397,1.0,0.0,50.0,0.0,0.3883832142956411,0.7762243129092966,0.06272890276718111,0.12,1093.28,1589.53,2.0598667057295033
Greedy Borrow,8N_LargeJobs,6,0.007071018218994141,398,1.0,0.0,50.0,0.0,0.38011826393970793,0.7323470408083865,0.05751802800191065,0.16,1003.72,2263.7,4.729031424841851
Greedy Borrow,8N_LargeJobs,7,0.007161855697631836,399,1.0,0.0,50.0,0.0,0.39271834538868694,0.7827349983156561,0.044412852990513535,0.12,1092.46,1761.82,8.28763317778286
Greedy Borrow,8N_LargeJobs,8,0.0070378780364990234,400,1.0,0.0,50.0,0.0,0.386837869182047,0.9357078477369306,0.0599278785615224,0.2,1041.14,2042.0599999999986,7.9698747632307185
Greedy Borrow,8N_LargeJobs,9,0.007043123245239258,401,1.0,0.0,50.0,0.0,0.38363162121491085,0.8289549744677523,0.0329031409783686,0.16,969.4,1536.199999999999,4.9977769415704
Greedy Borrow,8N_LargeJobs,10,0.007241964340209961,402,1.0,0.0,50.0,0.0,0.3742217837599491,0.8243905831755606,0.20171746363189288,0.32,1237.52,2868.289999999999,3.6194918052688183
Greedy Borrow,8N_LargeJobs,11,0.007134914398193359,403,1.0,0.0,50.0,0.0,0.3922681817996349,0.65,0.05470915053910744,0.2,1073.08,2049.52,5.029801649674281
Greedy Borrow,8N_LargeJobs,12,0.0070459842681884766,404,1.0,0.0,50.0,0.0,0.38471543022445054,0.7085240845433887,0.04516825551047777,0.1,1049.54,1965.3199999999981,7.129079628096164
Greedy Borrow,8N_LargeJobs,13,0.007284879684448242,405,1.0,0.0,50.0,0.0,0.38252180053484625,0.7120356460354555,0.06248788857420962,0.14,1041.56,2023.0999999999985,2.4873976642634834
Greedy Borrow,8N_LargeJobs,14,0.0074460506439208984,406,0.98,0.02,49.0,1.0,0.37340433425707986,0.9701255831180364,0.21117326374594086,0.3673469387755102,1217.4489795918366,2605.439999999998,5.689920570842343
Greedy Borrow,8N_LargeJobs,15,0.00734400749206543,407,1.0,0.0,50.0,0.0,0.3883030233122176,0.7501777139155754,0.053280454290558846,0.14,1054.06,1778.7099999999998,4.122855537329957
Greedy Borrow,8N_LargeJobs,16,0.007148027420043945,408,1.0,0.0,50.0,0.0,0.3795929538469694,0.8423946765970484,0.08290415710653982,0.2,1061.28,2226.9399999999987,5.317528371912719
Greedy Borrow,8N_LargeJobs,17,0.007158041000366211,409,1.0,0.0,50.0,0.0,0.3905556135465908,0.7131882346144695,0.02719238304634601,0.12,1072.14,1932.0499999999981,2.474246559932408
Greedy Borrow,8N_LargeJobs,18,0.0072841644287109375,410,1.0,0.0,50.0,0.0,0.3872025891302057,0.8335331201173499,0.15375513479997205,0.3,1217.84,2270.5499999999997,7.31769766388696
Greedy Borrow,8N_LargeJobs,19,0.006953001022338867,411,1.0,0.0,50.0,0.0,0.38239554212543203,0.7526712038601993,0.02291738043698271,0.12,950.38,1507.599999999999,3.475167698301191
Greedy Borrow,8N_LargeJobs,20,0.006957054138183594,412,1.0,0.0,50.0,0.0,0.3844505355790011,0.9105858557127557,0.060189411545479986,0.14,1047.64,1815.1599999999999,3.912441635104263
Greedy Borrow,8N_LargeJobs,21,0.007234811782836914,413,1.0,0.0,50.0,0.0,0.3958471492424392,0.7282242499715476,0.04076573948263389,0.18,1117.7,1779.9999999999995,0.8977904730035929
Greedy Borrow,8N_LargeJobs,22,0.007066011428833008,414,1.0,0.0,50.0,0.0,0.3828825715717728,0.7605333338878193,0.039352133785513034,0.1,1032.34,1850.0699999999986,3.8766559903063476
Greedy Borrow,8N_LargeJobs,23,0.0071108341217041016,415,1.0,0.0,50.0,0.0,0.3794348742289147,0.8706429994445706,0.15099348220210118,0.24,1241.16,2293.6299999999997,2.4941628474712663
Greedy Borrow,8N_LargeJobs,24,0.007143974304199219,416,1.0,0.0,50.0,0.0,0.3855807085070637,0.8095871453100792,0.10841762880403348,0.2,1157.32,2173.2199999999993,6.2682471800477
Greedy Borrow,8N_LargeJobs,25,0.0071523189544677734,417,1.0,0.0,50.0,0.0,0.3838957850876685,0.7748370046258244,0.043835021857763154,0.12,1048.76,2093.4299999999994,2.2150691707093317
Greedy Borrow,8N_LargeJobs,26,0.007215738296508789,418,1.0,0.0,50.0,0.0,0.3883115560326382,0.8193666690949069,0.07793846771895505,0.18,1124.8,2372.7499999999986,6.781775731957906
Greedy Borrow,8N_LargeJobs,27,0.007376909255981445,419,1.0,0.0,50.0,0.0,0.38842518196779524,0.7502768529025815,0.0868967256218655,0.18,1108.38,2105.749999999999,6.7864918927271995
Greedy Borrow,8N_LargeJobs,28,0.007209062576293945,420,1.0,0.0,50.0,0.0,0.38331109119229406,0.796620188635151,0.050536893065846335,0.12,1065.7,2074.3199999999993,4.975151413849114
Greedy Borrow,8N_LargeJobs,29,0.007570981979370117,421,1.0,0.0,50.0,0.0,0.38459803787129465,0.7233952275279534,0.08548765031415577,0.16,1060.46,2218.6799999999985,7.9913114653886925
Greedy Borrow,8N_LargeJobs,30,0.007500171661376953,422,1.0,0.0,50.0,0.0,0.38145348488032155,0.6989132566134244,0.1262029557863443,0.2,1196.14,2453.2699999999995,4.169046314461855
Greedy Borrow,8N_LargeJobs,31,0.007181882858276367,423,1.0,0.0,50.0,0.0,0.3889528848213917,0.9501617661542916,0.04749656669595293,0.16,1059.74,1830.2299999999993,6.51972671110631
Greedy Borrow,8N_LargeJobs,32,0.007283926010131836,424,1.0,0.0,50.0,0.0,0.38596750576893635,0.7469821608842866,0.05567412410915333,0.16,1063.54,1824.4899999999989,1.2677360869187086
Greedy Borrow,8N_LargeJobs,33,0.007075071334838867,425,1.0,0.0,50.0,0.0,0.38340693863185765,1.0003088211418707,0.08632720655834561,0.18,1121.66,2176.99,2.91770043601
Greedy Borrow,8N_LargeJobs,34,0.007021188735961914,426,1.0,0.0,50.0,0.0,0.37901794079943685,0.7600404594488467,0.06298411721175404,0.12,1051.68,2030.1899999999994,0.9631103965583566
Greedy Borrow,8N_LargeJobs,35,0.007080078125,427,1.0,0.0,50.0,0.0,0.382520593284753,0.686657478406437,0.05993544440713933,0.14,1067.28,2257.65,4.399241366864131
Greedy Borrow,8N_LargeJobs,36,0.007182121276855469,428,1.0,0.0,50.0,0.0,0.39178575761896733,0.7313585398403403,0.032050183767599744,0.1,1100.44,1565.0699999999997,4.090558546709499
Greedy Borrow,8N_LargeJobs,37,0.007134914398193359,429,1.0,0.0,50.0,0.0,0.3884806533724625,0.8556638187996922,0.060909185263022955,0.16,1050.78,1655.0199999999995,5.806070001232559
Greedy Borrow,8N_LargeJobs,38,0.007391929626464844,430,1.0,0.0,50.0,0.0,0.38779426889476776,0.8635508628127195,0.0324019571234276,0.14,1066.46,2080.4699999999975,2.6217347375131745
Greedy Borrow,8N_LargeJobs,39,0.007117748260498047,431,1.0,0.0,50.0,0.0,0.3917414405662204,0.8812864612092589,0.015842074191651467,0.16,1011.38,1426.69,0.22077165154865572
Greedy Borrow,8N_LargeJobs,40,0.007109165191650391,432,1.0,0.0,50.0,0.0,0.38466046105422164,0.8930143837932569,0.06534781331971022,0.16,1082.28,2214.619999999999,3.5624645571110642
Greedy Borrow,8N_LargeJobs,41,0.007338047027587891,433,1.0,0.0,50.0,0.0,0.38924111564122166,0.7547186883869602,0.015136971975380277,0.08,965.12,1358.6499999999999,2.7628392626895635
Greedy Borrow,8N_LargeJobs,42,0.0074520111083984375,434,1.0,0.0,50.0,0.0,0.3800654407151695,0.7203143709176787,0.127364585123963,0.3,1145.72,2548.98,5.910186807192563
Greedy Borrow,8N_LargeJobs,43,0.0072367191314697266,435,1.0,0.0,50.0,0.0,0.38681854044588676,0.845023478505377,0.03274874642079283,0.1,1029.58,1694.0799999999988,3.9417419046084543
Greedy Borrow,8N_LargeJobs,44,0.007308006286621094,436,1.0,0.0,50.0,0.0,0.3884989033938933,0.6909794358013657,0.053426234079861724,0.14,1075.14,2093.089999999999,4.663011957073122
Greedy Borrow,8N_LargeJobs,45,0.006971836090087891,437,1.0,0.0,50.0,0.0,0.388529075224057,0.8842082756497702,0.06106498457530145,0.22,1080.54,2163.8499999999976,0.9480963214479307
Greedy Borrow,8N_LargeJobs,46,0.007122993469238281,438,1.0,0.0,50.0,0.0,0.3844558813175926,0.7400852211734288,0.04719584966465469,0.14,1038.42,1902.2499999999982,6.3362152673676615
